t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
0.001459,-0.699223,0.013893,0.619282,-0.003844,-0.005674,-0.955579,0.294656,0.008578,-0.010691,-2.543432
0.001979,-0.700492,0.013170,0.619310,-0.003832,-0.005666,-0.955629,0.294494,0.008573,-0.010662,-2.543772
0.009562,-0.701524,0.012572,0.619362,-0.003818,-0.005675,-0.955677,0.294337,0.008600,-0.010639,-2.544101
0.031865,-0.703961,0.011253,0.619591,-0.003717,-0.005712,-0.955768,0.294041,0.008734,-0.010465,-2.544720
0.055724,-0.705400,0.010112,0.646139,-0.003641,-0.005799,-0.955881,0.293675,0.008947,-0.010367,-2.545487
0.055738,-0.706676,0.009393,0.646216,-0.003706,-0.005789,-0.955916,0.293560,0.008892,-0.010485,-2.545728
0.057168,-0.707040,0.007928,0.645029,-0.003824,-0.005558,-0.955976,0.293366,0.008384,-0.010573,-2.546131
0.064978,-0.708230,0.007136,0.645049,-0.003885,-0.005496,-0.956003,0.293279,0.008230,-0.010652,-2.546312
0.071028,-0.709206,0.006500,0.645053,-0.003918,-0.005466,-0.956006,0.293271,0.008154,-0.010698,-2.546330
0.089896,-0.710422,0.005726,0.645040,-0.003949,-0.005451,-0.955985,0.293339,0.008105,-0.010748,-2.546187
0.113514,-0.711444,0.005104,0.645003,-0.003939,-0.005446,-0.955953,0.293442,0.008101,-0.010727,-2.545971
0.114006,-0.712737,0.004370,0.644921,-0.003857,-0.005445,-0.955916,0.293565,0.008145,-0.010571,-2.545714
0.115960,-0.713829,0.003778,0.644829,-0.003751,-0.005439,-0.955898,0.293624,0.008196,-0.010365,-2.545590
0.123453,-0.715210,0.003049,0.644703,-0.003623,-0.005418,-0.955904,0.293608,0.008231,-0.010108,-2.545622
0.133971,-0.716373,0.002442,0.644609,-0.003509,-0.005393,-0.955931,0.293519,0.008251,-0.009875,-2.545808
0.145546,-0.717817,0.001700,0.644521,-0.003336,-0.005380,-0.955985,0.293347,0.008330,-0.009534,-2.546169
0.191040,-0.718447,0.000201,0.631791,-0.003356,-0.005194,-0.956042,0.293165,0.007963,-0.009463,-2.546548
0.191353,-0.721044,-0.001442,0.631810,-0.002982,-0.005313,-0.956094,0.292996,0.008414,-0.008815,-2.546900
0.191400,-0.722113,-0.002139,0.631840,-0.002898,-0.005392,-0.956083,0.293031,0.008613,-0.008703,-2.546829
0.576572,-0.723362,-0.002983,0.631879,-0.002942,-0.005477,-0.956060,0.293104,0.008749,-0.008836,-2.546676
0.576835,-0.724339,-0.003660,0.631910,-0.003031,-0.005516,-0.956039,0.293171,0.008770,-0.009029,-2.546536
0.576962,-0.725492,-0.004492,0.631943,-0.003118,-0.005524,-0.956018,0.293240,0.008734,-0.009201,-2.546393
0.591459,-0.726413,-0.005175,0.631956,-0.003147,-0.005503,-0.956010,0.293265,0.008676,-0.009245,-2.546341
0.591850,-0.727520,-0.006008,0.631949,-0.003181,-0.005460,-0.956012,0.293261,0.008576,-0.009284,-2.546348
0.592040,-0.728412,-0.006699,0.631917,-0.003244,-0.005433,-0.956016,0.293246,0.008485,-0.009389,-2.546380
0.621277,-0.727958,-0.006817,0.637016,-0.003298,-0.005463,-0.955945,0.293477,0.008510,-0.009513,-2.545896
0.621860,-0.729780,-0.008240,0.636806,-0.003441,-0.005350,-0.955982,0.293355,0.008211,-0.009718,-2.546150
0.621990,-0.730871,-0.009057,0.636668,-0.003480,-0.005262,-0.956008,0.293272,0.008021,-0.009740,-2.546325
0.622126,-0.731785,-0.009719,0.636567,-0.003499,-0.005192,-0.956034,0.293189,0.007876,-0.009734,-2.546497
0.622259,-0.732937,-0.010512,0.636464,-0.003480,-0.005137,-0.956069,0.293076,0.007782,-0.009665,-2.546733
0.622376,-0.733905,-0.011141,0.636396,-0.003433,-0.005155,-0.956093,0.292998,0.007845,-0.009585,-2.546897
0.647670,-0.735199,-0.011137,0.647327,-0.003454,-0.005414,-0.956087,0.293013,0.008329,-0.009779,-2.546867
0.648976,-0.736180,-0.011689,0.647268,-0.003413,-0.005555,-0.956075,0.293050,0.008622,-0.009782,-2.546790
0.649075,-0.737369,-0.012349,0.647196,-0.003396,-0.005730,-0.956023,0.293215,0.008965,-0.009853,-2.546447
0.649122,-0.738342,-0.012885,0.647132,-0.003444,-0.005868,-0.955962,0.293411,0.009198,-0.010028,-2.546038
