t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
0.914695,-0.788160,-0.040801,0.567568,0.002800,0.005377,0.957926,-0.286950,0.008694,-0.008450,-2.559535
0.936480,-0.789642,-0.041775,0.580432,0.002956,0.005458,0.957924,-0.286956,0.008761,-0.008796,-2.559525
0.937020,-0.789994,-0.043014,0.580039,0.003032,0.005350,0.957916,-0.286983,0.008511,-0.008881,-2.559468
0.980779,-0.790698,-0.043506,0.580102,0.003023,0.005303,0.957912,-0.286997,0.008425,-0.008836,-2.559437
0.983671,-0.791563,-0.044098,0.580194,0.002977,0.005257,0.957906,-0.287018,0.008362,-0.008721,-2.559393
0.983699,-0.792263,-0.044588,0.580269,0.002900,0.005235,0.957900,-0.287038,0.008365,-0.008561,-2.559351
0.983717,-0.793119,-0.045193,0.580374,0.002779,0.005146,0.957921,-0.286972,0.008264,-0.008278,-2.559487
0.983941,-0.794088,-0.045605,0.580885,0.002670,0.005170,0.957959,-0.286845,0.008374,-0.008081,-2.559752
0.994107,-0.796555,-0.047578,0.605512,0.002462,0.004994,0.958047,-0.286558,0.008158,-0.007581,-2.560350
0.995155,-0.798360,-0.048496,0.605530,0.002287,0.004863,0.958131,-0.286280,0.008011,-0.007166,-2.560929
1.390377,-0.799433,-0.049023,0.605510,0.002153,0.004786,0.958157,-0.286195,0.007939,-0.006865,-2.561105
1.390858,-0.800318,-0.049464,0.605496,0.002138,0.004740,0.958161,-0.286184,0.007859,-0.006811,-2.561128
1.421420,-0.800240,-0.048896,0.597015,0.002455,0.004852,0.958187,-0.286090,0.007894,-0.007481,-2.561326
1.421973,-0.801039,-0.049330,0.597024,0.002572,0.004864,0.958168,-0.286155,0.007850,-0.007713,-2.561191
1.424073,-0.801981,-0.049864,0.597053,0.002682,0.004860,0.958144,-0.286233,0.007779,-0.007922,-2.561028
1.426714,-0.805041,-0.051654,0.597193,0.002850,0.005035,0.958060,-0.286510,0.008016,-0.008346,-2.560451
1.428270,-0.805875,-0.052104,0.597251,0.002846,0.005057,0.958053,-0.286533,0.008060,-0.008351,-2.560405
1.428308,-0.806560,-0.052458,0.597323,0.002813,0.005046,0.958053,-0.286533,0.008057,-0.008281,-2.560403
1.428313,-0.807400,-0.052881,0.597439,0.002769,0.005028,0.958061,-0.286507,0.008048,-0.008188,-2.560459
1.428524,-0.808084,-0.053233,0.597542,0.002720,0.005004,0.958085,-0.286427,0.008032,-0.008078,-2.560625
1.456454,-0.810409,-0.055672,0.616566,0.002437,0.004869,0.958278,-0.285787,0.007939,-0.007453,-2.561958
1.457959,-0.811132,-0.056159,0.616618,0.002312,0.004819,0.958332,-0.285605,0.007916,-0.007183,-2.562336
1.458499,-0.811975,-0.056801,0.616701,0.002229,0.004699,0.958407,-0.285359,0.007736,-0.006955,-2.562849
1.460882,-0.813391,-0.057955,0.616961,0.002208,0.004640,0.958517,-0.284988,0.007636,-0.006877,-2.563623
1.461105,-0.814235,-0.058659,0.617101,0.002238,0.004696,0.958545,-0.284895,0.007728,-0.006967,-2.563818
1.461459,-0.814958,-0.059241,0.617204,0.002306,0.004694,0.958541,-0.284906,0.007685,-0.007095,-2.563795
1.462050,-0.815838,-0.059958,0.617303,0.002434,0.004761,0.958516,-0.284989,0.007740,-0.007380,-2.563622
1.462763,-0.824251,-0.066551,0.618112,0.001825,0.004983,0.958451,-0.285208,0.008511,-0.006341,-2.563165
1.465117,-0.827429,-0.069211,0.618422,0.002261,0.004810,0.958542,-0.284903,0.007933,-0.007076,-2.563801
1.465641,-0.830364,-0.071863,0.618661,0.003088,0.004992,0.958445,-0.285219,0.007808,-0.008767,-2.563148
1.465652,-0.830981,-0.072414,0.618731,0.003212,0.005059,0.958430,-0.285266,0.007866,-0.009043,-2.563050
1.465782,-0.831719,-0.073072,0.618837,0.003279,0.005138,0.958430,-0.285263,0.007979,-0.009217,-2.563057
1.465843,-0.832299,-0.073606,0.618948,0.003263,0.005197,0.958435,-0.285244,0.008102,-0.009220,-2.563097
1.466208,-0.833628,-0.074864,0.619268,0.003104,0.005260,0.958476,-0.285108,0.008314,-0.008951,-2.563381
1.466543,-0.837316,-0.073083,0.620189,0.002878,0.005503,0.958476,-0.285107,0.008909,-0.008655,-2.563385
1.476371,-0.838951,-0.073926,0.619944,0.002681,0.005528,0.958540,-0.284893,0.009070,-0.008289,-2.563830
1.522027,-0.841654,-0.074083,0.647960,0.002134,0.005333,0.959096,-0.283023,0.009022,-0.007113,-2.567727
1.522342,-0.842558,-0.074634,0.647997,0.002143,0.005241,0.959158,-0.282813,0.008842,-0.007076,-2.568163
1.546667,-0.845215,-0.076102,0.660438,0.002214,0.005135,0.959290,-0.282367,0.008602,-0.007149,-2.569094
1.547203,-0.846063,-0.077150,0.660350,0.002383,0.005120,0.959311,-0.282295,0.008478,-0.007462,-2.569244
1.589118,-0.847736,-0.078102,0.660337,0.002703,0.005129,0.959309,-0.282300,0.008315,-0.008082,-2.569234
1.589317,-0.848733,-0.078649,0.660308,0.002881,0.005168,0.959288,-0.282368,0.008288,-0.008447,-2.569094
1.589528,-0.849560,-0.079096,0.660265,0.003028,0.005207,0.959276,-0.282405,0.008279,-0.008751,-2.569017
1.590127,-0.850666,-0.079778,0.668099,0.003198,0.005233,0.959289,-0.282359,0.008235,-0.009091,-2.569114
1.590593,-0.852446,-0.080752,0.668023,0.003420,0.005386,0.959306,-0.282298,0.008403,-0.009603,-2.569244
1.639152,-0.853501,-0.081328,0.668010,0.003508,0.005502,0.959326,-0.282226,0.008578,-0.009836,-2.569395
1.639168,-0.854373,-0.081798,0.668031,0.003521,0.005580,0.959350,-0.282140,0.008720,-0.009905,-2.569574
1.640290,-0.855187,-0.082900,0.667489,0.003471,0.005504,0.959407,-0.281949,0.008604,-0.009764,-2.569972
1.641331,-0.856058,-0.083418,0.667537,0.003378,0.005490,0.959453,-0.281796,0.008631,-0.009576,-2.570291
1.641363,-0.857111,-0.084065,0.667591,0.003244,0.005435,0.959524,-0.281555,0.008604,-0.009286,-2.570792
1.658435,-0.858911,-0.085053,0.657214,0.003031,0.005344,0.959570,-0.281402,0.008551,-0.008825,-2.571110
1.659184,-0.859949,-0.085739,0.657238,0.002955,0.005244,0.959659,-0.281103,0.008405,-0.008620,-2.571733
1.700733,-0.860785,-0.086312,0.657245,0.002973,0.005188,0.959720,-0.280894,0.008288,-0.008620,-2.572166
1.701530,-0.861792,-0.087009,0.657246,0.003064,0.005150,0.959770,-0.280724,0.008166,-0.008773,-2.572522
1.701958,-0.862608,-0.087561,0.657237,0.003173,0.005145,0.959783,-0.280679,0.008096,-0.008979,-2.572614
1.702650,-0.863610,-0.088215,0.657209,0.003314,0.005161,0.959767,-0.280732,0.008046,-0.009260,-2.572506
1.723380,-0.864350,-0.088509,0.651785,0.003529,0.005210,0.959731,-0.280849,0.008018,-0.009700,-2.572263
1.723711,-0.865554,-0.088964,0.651740,0.003639,0.005289,0.959683,-0.281012,0.008107,-0.009958,-2.571924
1.765338,-0.866438,-0.089446,0.651678,0.003717,0.005347,0.959663,-0.281076,0.008174,-0.010141,-2.571792
1.770310,-0.867536,-0.090039,0.651597,0.003762,0.005437,0.959657,-0.281096,0.008322,-0.010277,-2.571751
1.770328,-0.868443,-0.090529,0.651536,0.003760,0.005535,0.959664,-0.281071,0.008510,-0.010328,-2.571804
1.770774,-0.869569,-0.091137,0.651480,0.003727,0.005675,0.959679,-0.281017,0.008798,-0.010343,-2.571917
1.770799,-0.870307,-0.091942,0.650976,0.003696,0.005671,0.959708,-0.280917,0.008810,-0.010281,-2.572125
1.790246,-0.872398,-0.093253,0.650248,0.003613,0.005814,0.959748,-0.280778,0.009131,-0.010201,-2.572417
1.795134,-0.874231,-0.094413,0.650308,0.003609,0.005759,0.959807,-0.280579,0.009031,-0.010160,-2.572831
1.836577,-0.875249,-0.095111,0.650333,0.003627,0.005587,0.959868,-0.280372,0.008691,-0.010097,-2.573261
2.195451,-0.876113,-0.095702,0.650301,0.003627,0.005285,0.959951,-0.280095,0.008116,-0.009923,-2.573835
2.198210,-0.878411,-0.096776,0.650619,0.003436,0.005024,0.960133,-0.279476,0.007726,-0.009407,-2.575122
2.199163,-0.879391,-0.097311,0.650551,0.003420,0.005071,0.960189,-0.279283,0.007828,-0.009399,-2.575525
2.236170,-0.882891,-0.098610,0.642745,0.003584,0.005130,0.960322,-0.278822,0.007854,-0.009744,-2.576485
2.236892,-0.885193,-0.099803,0.642520,0.003830,0.005233,0.960252,-0.279058,0.007913,-0.010276,-2.575994
